CustomerID,Age,Gender,Location,IncomeRange,SkinType,PurchaseFrequency,AOV,SubscriptionStatus,WebsiteVisits,EmailClicks,SocialEngagement,CustomerSegment,OrderDate,PurchaseIntervalDays,PaymentMethod,CouponUsed,Product,Returned,Rating,EmailOpenRate,SMSConversion,SocialCampaignClicks,ReferralUsed,LoyaltyProgram,NPS,FeedbackSentiment,SupportTickets
503,54,Male,Bangalore,100k+,Dry,3,1124,Yes,19,3,2,VIP,30-08-2023,56,UPI,No,Sunscreen,No,4,50,10,28,No,Inactive,9,Positive,3
504,29,Other,Mumbai,50k-75k,Combination,6,4597,Yes,8,1,3,Repeat,04-11-2023,38,Wallet,No,Moisturizer,No,2,78,0,29,No,Inactive,3,Neutral,1
505,20,Female,Bangalore,25k-50k,Oily,1,1178,No,2,6,4,VIP,16-02-2024,70,COD,No,Moisturizer,No,1,11,1,48,Yes,Active,8,Positive,1
506,18,Female,Mumbai,50k-75k,Sensitive,3,3500,No,8,8,4,Repeat,07-03-2023,68,Card,No,Serum,Yes,1,99,10,39,Yes,Inactive,5,Positive,1
507,50,Male,Hyderabad,75k-100k,Combination,0,3427,No,12,9,12,Repeat,26-08-2023,70,UPI,No,Conditioner,No,5,99,17,46,No,Inactive,7,Positive,3
508,57,Other,Delhi,75k-100k,Sensitive,3,1841,No,16,2,19,Repeat,20-01-2025,37,Card,Yes,Sunscreen,No,2,57,16,33,Yes,Inactive,8,Neutral,0
509,27,Male,Mumbai,25k-50k,Oily,1,2850,No,7,7,11,VIP,19-10-2023,47,COD,No,Shampoo,No,2,91,13,22,No,Inactive,4,Positive,0
510,60,Female,Chennai,100k+,Oily,3,4096,No,22,0,1,New,12-04-2023,62,UPI,No,Shampoo,No,3,55,12,20,No,Inactive,4,Neutral,3
511,61,Female,Bangalore,75k-100k,Combination,2,1194,No,25,8,15,Churn Risk,22-05-2024,86,COD,No,Moisturizer,No,5,70,12,4,Yes,Inactive,6,Positive,2
512,46,Male,Bangalore,75k-100k,Sensitive,6,4750,Yes,7,2,2,Repeat,29-04-2025,79,Wallet,No,Serum,No,3,47,8,26,No,Inactive,10,Positive,2
513,30,Male,Bangalore,25k-50k,Normal,3,1357,No,14,6,19,Repeat,06-11-2023,7,Card,Yes,Serum,No,2,13,18,49,No,Inactive,4,Positive,1
514,29,Male,Mumbai,25k-50k,Dry,3,2867,No,17,7,2,Churn Risk,23-06-2025,85,Card,No,Conditioner,No,1,0,3,15,No,Inactive,6,Positive,1
515,48,Male,Hyderabad,25k-50k,Oily,4,1545,No,9,3,10,Repeat,25-01-2023,9,COD,No,Serum,No,4,92,12,40,No,Inactive,9,Positive,3
516,63,Female,Mumbai,<25k,Sensitive,3,1487,No,22,1,5,Repeat,20-12-2023,38,COD,No,Serum,No,2,10,12,12,No,Inactive,3,Positive,3
517,19,Female,Chennai,<25k,Combination,3,3037,Yes,3,0,13,New,08-08-2023,34,Wallet,No,Conditioner,No,4,5,11,45,No,Active,4,Positive,1
518,52,Female,Bangalore,25k-50k,Combination,1,500,No,16,4,3,VIP,14-03-2025,75,COD,No,Shampoo,No,4,80,0,29,No,Inactive,1,Positive,4
519,40,Female,Mumbai,75k-100k,Oily,5,3511,No,18,7,1,Churn Risk,09-06-2024,64,UPI,No,Sunscreen,No,3,39,0,38,No,Active,6,Neutral,2
520,34,Female,Bangalore,<25k,Oily,3,4035,No,4,0,14,New,26-01-2025,11,UPI,Yes,Sunscreen,No,2,57,13,5,No,Inactive,7,Positive,4
521,43,Male,Chennai,<25k,Normal,5,3914,No,11,5,7,Churn Risk,03-09-2024,39,COD,No,Conditioner,No,1,31,19,31,No,Inactive,0,Neutral,2
522,25,Male,Delhi,100k+,Combination,5,4633,No,19,8,11,New,10-01-2023,55,UPI,No,Moisturizer,No,4,74,9,43,No,Inactive,5,Positive,1
523,46,Other,Delhi,<25k,Sensitive,2,1948,No,23,7,13,VIP,25-01-2025,69,Card,No,Sunscreen,No,3,89,3,21,Yes,Inactive,5,Neutral,3
524,43,Male,Delhi,50k-75k,Dry,2,3031,No,17,7,17,Repeat,09-01-2023,24,Wallet,No,Face Wash,No,4,56,2,49,No,Inactive,6,Positive,0
525,27,Female,Bangalore,50k-75k,Dry,2,2038,No,23,4,13,New,22-05-2025,40,COD,Yes,Conditioner,No,3,54,4,45,No,Inactive,10,Positive,2
526,43,Male,Mumbai,100k+,Normal,4,3871,No,25,8,3,New,01-05-2023,29,Wallet,No,Moisturizer,No,3,61,9,46,No,Inactive,10,Positive,4
527,51,Female,Bangalore,75k-100k,Sensitive,3,4020,No,25,6,17,New,09-02-2025,48,Wallet,No,Serum,Yes,2,5,3,45,No,Active,9,Neutral,2
528,58,Female,Hyderabad,50k-75k,Dry,2,3656,Yes,20,6,12,VIP,04-10-2024,47,COD,No,Sunscreen,No,5,48,6,15,No,Inactive,7,Positive,4
529,24,Male,Mumbai,100k+,Dry,5,2293,No,29,4,16,Repeat,05-06-2024,27,UPI,No,Shampoo,No,1,0,7,21,No,Active,10,Positive,4
530,21,Male,Chennai,50k-75k,Sensitive,2,4395,No,17,8,0,VIP,13-02-2024,57,COD,No,Moisturizer,No,2,11,1,33,No,Inactive,7,Positive,3
531,62,Female,Delhi,50k-75k,Sensitive,4,2759,Yes,27,3,15,VIP,18-06-2024,49,Wallet,No,Serum,No,5,54,0,3,Yes,Inactive,0,Positive,2
532,28,Male,Mumbai,25k-50k,Oily,6,4911,No,9,5,6,Repeat,16-09-2024,56,Card,No,Conditioner,No,5,48,15,14,No,Inactive,9,Negative,2
533,46,Male,Mumbai,50k-75k,Dry,3,521,No,11,3,7,Churn Risk,24-09-2023,6,UPI,No,Conditioner,No,1,78,3,12,No,Inactive,5,Negative,4
534,53,Female,Delhi,50k-75k,Dry,4,2784,No,7,0,18,New,06-07-2025,13,Card,Yes,Moisturizer,No,2,73,11,8,No,Inactive,8,Positive,2
535,42,Male,Chennai,50k-75k,Normal,2,2233,No,29,0,13,New,05-11-2023,49,Card,Yes,Serum,No,5,62,15,9,No,Active,2,Positive,1
536,38,Female,Bangalore,50k-75k,Oily,4,3186,No,0,8,19,Repeat,10-10-2023,35,UPI,No,Sunscreen,No,5,15,15,33,No,Inactive,4,Positive,4
537,53,Female,Bangalore,25k-50k,Oily,1,4639,No,13,1,18,VIP,08-06-2025,76,Card,No,Shampoo,No,2,22,16,41,No,Inactive,0,Positive,3
538,27,Male,Mumbai,25k-50k,Dry,1,780,Yes,20,6,17,Repeat,26-03-2024,37,COD,Yes,Conditioner,No,1,16,13,43,No,Active,8,Neutral,4
539,54,Female,Delhi,75k-100k,Combination,2,3923,No,0,3,18,Repeat,12-07-2024,38,Wallet,No,Face Wash,No,1,4,9,17,No,Active,3,Neutral,2
540,26,Female,Hyderabad,25k-50k,Combination,5,1578,No,0,7,13,Repeat,16-04-2023,37,UPI,No,Sunscreen,No,5,2,12,12,No,Inactive,7,Neutral,4
541,41,Male,Chennai,25k-50k,Sensitive,1,1343,Yes,26,0,3,Repeat,06-09-2023,41,Wallet,Yes,Sunscreen,No,5,41,10,28,No,Active,5,Positive,2
542,52,Male,Bangalore,50k-75k,Oily,3,3651,No,26,0,16,Churn Risk,14-10-2024,27,Wallet,Yes,Conditioner,No,1,90,0,48,Yes,Active,4,Positive,0
543,52,Male,Chennai,100k+,Dry,2,3900,No,1,4,10,Repeat,21-09-2024,43,COD,No,Serum,No,3,9,16,26,No,Inactive,5,Positive,2
544,53,Male,Chennai,<25k,Dry,5,3917,Yes,7,0,17,Repeat,31-10-2024,22,UPI,No,Conditioner,No,5,8,8,3,No,Active,2,Positive,0
545,35,Male,Chennai,50k-75k,Dry,4,4074,No,9,0,12,New,23-06-2023,85,UPI,Yes,Face Wash,No,5,2,6,3,No,Inactive,7,Positive,1
546,56,Male,Delhi,<25k,Normal,3,3970,No,19,8,8,Repeat,23-09-2024,14,Card,No,Face Wash,No,1,98,0,6,No,Active,10,Neutral,0
547,49,Male,Delhi,50k-75k,Combination,6,823,Yes,27,9,6,New,15-05-2025,52,UPI,Yes,Moisturizer,No,5,66,10,34,No,Inactive,5,Positive,2
548,41,Female,Delhi,25k-50k,Normal,3,3364,Yes,4,5,6,VIP,31-10-2024,27,COD,Yes,Moisturizer,No,5,68,9,35,No,Active,3,Positive,0
549,40,Female,Mumbai,50k-75k,Dry,4,3261,No,0,8,0,VIP,22-08-2024,57,COD,Yes,Moisturizer,No,4,56,4,2,No,Inactive,3,Positive,4
550,49,Female,Delhi,75k-100k,Dry,3,1443,No,29,2,1,New,29-11-2024,87,Card,No,Sunscreen,No,4,1,11,34,No,Inactive,6,Positive,0
551,54,Female,Mumbai,25k-50k,Oily,3,1567,No,24,4,10,Churn Risk,27-05-2024,56,COD,No,Conditioner,Yes,3,55,16,26,No,Inactive,9,Positive,2
552,29,Female,Bangalore,75k-100k,Oily,1,1839,No,20,5,2,Repeat,19-10-2023,75,Card,Yes,Shampoo,No,2,30,16,42,No,Inactive,0,Positive,4
553,30,Female,Bangalore,50k-75k,Combination,2,1737,No,29,8,7,New,25-09-2023,40,Card,No,Shampoo,Yes,2,0,1,29,No,Inactive,2,Positive,1
554,40,Female,Bangalore,25k-50k,Sensitive,5,2030,Yes,25,7,10,New,15-06-2024,30,Wallet,No,Sunscreen,Yes,1,56,2,5,No,Active,3,Positive,2
555,42,Male,Bangalore,50k-75k,Dry,2,4610,No,29,6,3,Repeat,11-01-2024,29,COD,No,Shampoo,No,3,2,13,2,Yes,Inactive,10,Positive,3
556,52,Female,Bangalore,50k-75k,Oily,5,2327,No,17,5,17,New,21-01-2024,17,COD,No,Conditioner,No,1,37,13,5,No,Inactive,8,Positive,2
557,58,Male,Delhi,25k-50k,Combination,6,4324,No,9,9,3,Repeat,30-03-2023,9,Card,Yes,Shampoo,No,1,41,11,18,No,Inactive,8,Neutral,0
558,47,Male,Hyderabad,75k-100k,Normal,3,1975,No,6,9,14,New,09-06-2023,40,Wallet,No,Shampoo,No,1,33,18,6,No,Inactive,1,Positive,1
559,34,Female,Delhi,75k-100k,Dry,2,3846,No,9,7,17,New,31-12-2023,88,UPI,Yes,Face Wash,No,4,72,19,15,No,Active,4,Negative,4
560,37,Male,Hyderabad,75k-100k,Sensitive,2,3137,No,5,3,19,Churn Risk,06-01-2025,40,Wallet,No,Face Wash,No,5,33,8,48,No,Inactive,10,Positive,2
561,42,Male,Delhi,50k-75k,Combination,3,1870,Yes,3,6,8,VIP,14-10-2023,6,UPI,Yes,Serum,No,5,80,10,22,No,Active,7,Positive,1
562,39,Female,Bangalore,25k-50k,Sensitive,4,2667,Yes,7,0,8,VIP,04-07-2025,73,COD,No,Face Wash,No,1,73,4,0,No,Active,5,Neutral,4
563,30,Female,Chennai,75k-100k,Dry,1,4877,Yes,9,2,14,New,21-07-2024,21,Wallet,No,Conditioner,No,3,8,13,41,No,Inactive,0,Positive,2
564,36,Female,Hyderabad,25k-50k,Combination,4,861,Yes,25,9,5,Repeat,02-03-2025,50,Card,No,Shampoo,No,1,70,7,32,No,Active,7,Negative,3
565,53,Female,Chennai,75k-100k,Oily,2,997,Yes,8,5,5,New,06-05-2024,83,UPI,Yes,Serum,No,2,25,16,9,No,Inactive,5,Positive,4
566,29,Male,Bangalore,75k-100k,Sensitive,3,3888,No,26,2,1,VIP,22-05-2025,5,Card,Yes,Moisturizer,Yes,1,46,16,28,No,Inactive,3,Positive,1
567,58,Male,Hyderabad,75k-100k,Normal,0,2175,No,28,6,11,Churn Risk,03-04-2023,41,Card,Yes,Conditioner,Yes,3,73,15,18,No,Active,0,Positive,2
568,36,Female,Chennai,50k-75k,Normal,3,4312,No,22,9,18,Repeat,11-02-2023,34,COD,Yes,Conditioner,No,5,11,3,11,No,Inactive,9,Positive,4
569,29,Male,Delhi,100k+,Sensitive,5,2907,No,5,7,16,Repeat,17-01-2025,79,Wallet,No,Sunscreen,No,1,65,9,15,No,Inactive,7,Neutral,4
570,26,Female,Bangalore,50k-75k,Dry,2,4375,No,28,7,15,Churn Risk,22-01-2024,65,UPI,Yes,Conditioner,No,4,35,4,2,Yes,Inactive,6,Neutral,4
571,24,Male,Delhi,50k-75k,Dry,6,4534,No,6,0,12,Repeat,27-03-2024,7,COD,Yes,Face Wash,No,1,2,4,16,No,Active,8,Neutral,0
572,45,Female,Delhi,50k-75k,Dry,3,3383,No,20,3,1,Repeat,09-03-2023,41,Card,No,Sunscreen,Yes,2,30,2,16,No,Inactive,3,Positive,0
573,31,Female,Bangalore,<25k,Normal,0,4498,No,18,4,3,VIP,24-07-2023,82,Wallet,Yes,Face Wash,Yes,1,20,6,8,Yes,Inactive,7,Negative,3
574,48,Female,Hyderabad,50k-75k,Normal,2,2332,No,22,8,9,VIP,26-04-2025,55,Card,No,Face Wash,No,2,65,10,13,No,Inactive,2,Positive,4
575,36,Female,Mumbai,75k-100k,Oily,1,3215,Yes,3,1,18,New,23-11-2023,27,Card,Yes,Moisturizer,No,3,42,15,15,No,Active,3,Positive,2
576,64,Female,Mumbai,25k-50k,Dry,8,4286,No,23,1,13,VIP,03-09-2024,88,COD,Yes,Sunscreen,No,2,29,0,47,No,Inactive,5,Positive,2
577,33,Male,Bangalore,50k-75k,Normal,4,2466,Yes,28,5,4,Repeat,19-05-2024,60,UPI,No,Serum,No,5,1,8,22,No,Inactive,4,Positive,3
578,22,Male,Mumbai,50k-75k,Normal,3,1963,No,4,0,10,VIP,25-06-2025,23,COD,No,Serum,No,4,40,8,43,Yes,Inactive,8,Negative,0
579,52,Male,Chennai,50k-75k,Dry,4,1246,Yes,4,1,11,Repeat,05-07-2025,32,UPI,Yes,Face Wash,No,5,86,3,36,No,Active,6,Neutral,0
580,29,Male,Hyderabad,50k-75k,Dry,3,3523,No,4,1,8,Churn Risk,22-10-2023,45,UPI,No,Face Wash,No,4,65,12,22,No,Inactive,5,Neutral,0
581,42,Male,Delhi,100k+,Normal,4,1241,Yes,5,8,4,Repeat,31-01-2024,31,UPI,No,Moisturizer,No,2,42,4,44,No,Active,9,Positive,3
582,38,Female,Delhi,25k-50k,Sensitive,5,3856,No,19,7,14,Repeat,02-12-2024,57,UPI,No,Shampoo,No,5,2,5,33,No,Inactive,0,Positive,3
583,53,Male,Bangalore,75k-100k,Normal,5,1538,No,17,9,4,VIP,28-07-2023,50,Card,Yes,Serum,No,5,0,9,14,No,Inactive,3,Negative,2
584,40,Female,Delhi,75k-100k,Oily,2,3912,No,5,7,8,New,28-02-2025,5,Card,No,Conditioner,No,5,0,1,28,No,Inactive,0,Positive,2
585,33,Female,Chennai,50k-75k,Combination,2,4737,No,27,5,14,Repeat,25-05-2024,46,COD,No,Sunscreen,No,1,12,0,26,No,Active,6,Positive,2
586,56,Male,Chennai,<25k,Dry,4,783,No,11,7,4,Repeat,19-10-2024,14,Card,No,Shampoo,No,2,26,4,1,No,Inactive,7,Positive,2
587,62,Male,Bangalore,50k-75k,Oily,4,3265,No,0,5,11,Repeat,15-07-2023,18,Card,No,Sunscreen,No,1,54,4,44,No,Inactive,1,Positive,1
588,59,Male,Delhi,100k+,Sensitive,6,3607,No,13,2,17,New,17-04-2025,41,Card,No,Serum,No,5,8,15,37,No,Inactive,2,Negative,4
589,56,Female,Mumbai,25k-50k,Combination,5,2729,Yes,3,9,6,New,20-01-2025,54,Wallet,Yes,Moisturizer,No,5,16,19,21,No,Active,6,Negative,0
590,31,Male,Mumbai,50k-75k,Normal,2,1916,Yes,21,9,17,Churn Risk,02-02-2025,81,Wallet,No,Serum,No,5,90,8,20,No,Inactive,2,Negative,1
591,48,Male,Hyderabad,100k+,Dry,5,2767,No,29,4,2,VIP,04-02-2024,76,Wallet,Yes,Shampoo,No,1,54,16,4,No,Inactive,10,Positive,2
592,22,Female,Bangalore,75k-100k,Normal,2,4977,No,0,1,12,New,01-04-2024,6,Card,No,Sunscreen,No,4,47,14,9,No,Inactive,0,Negative,2
593,52,Male,Hyderabad,50k-75k,Oily,5,3654,No,11,8,17,Repeat,06-04-2024,30,Card,No,Conditioner,No,4,93,18,26,No,Inactive,3,Neutral,3
594,40,Female,Mumbai,100k+,Dry,6,3628,No,21,6,9,New,19-08-2023,60,UPI,No,Shampoo,No,3,12,3,28,No,Inactive,0,Positive,3
595,46,Female,Mumbai,25k-50k,Normal,4,4462,No,5,0,6,VIP,09-06-2023,55,Card,Yes,Shampoo,No,5,38,5,35,No,Inactive,8,Positive,2
596,60,Female,Mumbai,75k-100k,Dry,3,678,No,13,4,17,New,22-02-2023,35,UPI,No,Face Wash,No,3,39,19,31,No,Inactive,0,Positive,1
597,28,Male,Hyderabad,50k-75k,Oily,4,4522,No,18,3,18,New,27-03-2025,17,Card,No,Sunscreen,No,3,83,11,24,No,Active,5,Negative,1
598,35,Female,Bangalore,50k-75k,Normal,2,2343,No,16,6,0,VIP,13-01-2024,45,Card,No,Sunscreen,No,3,72,7,9,No,Inactive,10,Positive,2
599,64,Female,Chennai,50k-75k,Combination,4,2864,Yes,2,7,8,VIP,28-06-2023,19,UPI,No,Sunscreen,No,3,52,6,41,No,Inactive,0,Positive,1
600,29,Male,Chennai,<25k,Sensitive,2,822,Yes,27,6,15,VIP,18-02-2025,12,Card,No,Serum,No,3,2,1,18,No,Inactive,2,Neutral,1
601,26,Male,Mumbai,25k-50k,Normal,2,513,No,26,3,16,VIP,05-06-2025,85,Wallet,No,Face Wash,No,3,97,10,44,No,Active,7,Negative,3
602,27,Male,Bangalore,25k-50k,Dry,5,745,No,27,1,17,Repeat,02-07-2023,21,Card,No,Moisturizer,No,5,47,17,10,No,Inactive,9,Positive,2
603,61,Female,Bangalore,25k-50k,Normal,2,2200,No,16,4,8,Repeat,02-06-2024,7,UPI,Yes,Moisturizer,No,2,8,14,28,No,Inactive,10,Neutral,4
604,34,Female,Delhi,25k-50k,Dry,5,2147,No,23,2,13,Repeat,25-01-2024,54,UPI,No,Serum,No,2,37,15,3,No,Active,10,Positive,2
605,55,Female,Delhi,75k-100k,Oily,4,2770,Yes,6,0,16,Churn Risk,03-06-2023,62,COD,Yes,Sunscreen,No,1,27,15,43,No,Active,10,Neutral,3
606,24,Female,Hyderabad,25k-50k,Sensitive,1,3828,No,2,9,9,New,12-07-2025,48,Wallet,No,Sunscreen,No,3,17,13,17,No,Inactive,1,Positive,4
607,63,Male,Delhi,50k-75k,Dry,2,1215,No,15,5,9,Repeat,22-09-2023,50,COD,No,Face Wash,No,4,99,2,40,No,Active,8,Positive,1
608,30,Male,Hyderabad,75k-100k,Normal,9,1483,No,23,2,18,New,03-05-2024,28,UPI,No,Face Wash,No,5,8,16,22,No,Active,2,Negative,3
609,57,Female,Chennai,25k-50k,Oily,4,4257,No,15,5,19,VIP,30-05-2023,41,Wallet,Yes,Sunscreen,No,3,42,5,39,No,Inactive,6,Positive,0
610,59,Female,Mumbai,100k+,Combination,5,4707,No,19,3,9,New,26-02-2023,3,Card,No,Face Wash,No,5,16,19,38,No,Inactive,3,Neutral,0
611,26,Female,Bangalore,75k-100k,Normal,3,974,Yes,9,5,12,New,23-06-2023,8,COD,Yes,Shampoo,No,2,51,15,27,No,Inactive,1,Negative,4
612,44,Female,Chennai,25k-50k,Sensitive,3,2283,No,17,4,11,New,11-01-2024,16,UPI,No,Face Wash,No,2,55,18,48,No,Inactive,1,Positive,1
613,19,Other,Chennai,100k+,Oily,4,3639,No,11,0,11,Repeat,23-08-2023,87,UPI,Yes,Shampoo,No,2,76,5,47,No,Inactive,9,Neutral,2
614,22,Female,Hyderabad,50k-75k,Normal,3,4722,No,21,6,7,VIP,04-10-2024,17,Card,No,Face Wash,No,5,6,3,23,No,Inactive,1,Positive,1
615,46,Female,Mumbai,25k-50k,Dry,2,693,No,15,1,3,Repeat,15-04-2024,29,Wallet,No,Serum,No,1,91,1,26,No,Inactive,9,Positive,4
616,54,Female,Hyderabad,50k-75k,Dry,4,2504,No,8,0,2,New,01-10-2023,74,COD,No,Face Wash,No,4,0,7,30,No,Inactive,4,Neutral,1
617,55,Male,Chennai,50k-75k,Dry,2,2648,No,6,4,14,Repeat,16-04-2025,5,COD,No,Sunscreen,No,1,68,5,32,No,Inactive,2,Positive,0
618,36,Female,Bangalore,50k-75k,Normal,8,1589,No,4,5,12,VIP,17-05-2024,55,COD,Yes,Serum,No,4,40,14,32,No,Inactive,2,Neutral,0
619,25,Male,Delhi,75k-100k,Sensitive,1,2751,No,18,1,6,Repeat,21-10-2023,30,Card,No,Conditioner,No,2,11,7,46,No,Inactive,0,Positive,1
620,62,Female,Hyderabad,25k-50k,Dry,4,1396,No,20,8,7,Repeat,05-10-2023,51,Card,Yes,Shampoo,No,5,33,5,23,No,Active,3,Positive,0
621,18,Female,Chennai,100k+,Normal,5,2678,No,22,5,17,New,11-06-2023,37,Card,No,Conditioner,No,5,23,9,12,No,Active,8,Neutral,2
622,39,Female,Delhi,75k-100k,Normal,1,2582,No,18,9,0,Repeat,02-02-2024,11,UPI,No,Serum,Yes,1,55,11,46,No,Active,8,Positive,4
623,34,Female,Delhi,75k-100k,Sensitive,1,1283,Yes,26,1,11,Repeat,16-02-2024,38,COD,Yes,Moisturizer,No,4,86,4,26,Yes,Inactive,9,Positive,0
624,24,Male,Chennai,<25k,Oily,3,3707,Yes,1,1,9,VIP,10-11-2024,39,COD,No,Serum,No,2,19,6,19,No,Inactive,1,Neutral,0
625,42,Male,Mumbai,50k-75k,Oily,2,2184,No,21,2,13,Repeat,07-05-2025,26,UPI,Yes,Sunscreen,No,5,29,4,1,No,Inactive,9,Positive,0
626,62,Other,Chennai,75k-100k,Normal,4,1510,No,26,5,17,Repeat,16-07-2024,60,Card,No,Moisturizer,No,2,16,12,9,No,Inactive,9,Negative,1
627,21,Other,Bangalore,75k-100k,Oily,4,3832,No,7,7,10,VIP,06-04-2023,83,COD,No,Conditioner,No,1,50,8,2,No,Inactive,4,Neutral,3
628,53,Male,Delhi,100k+,Combination,0,2859,No,14,0,4,Repeat,21-01-2025,37,Card,No,Moisturizer,No,2,39,19,3,No,Inactive,8,Negative,0
629,23,Other,Bangalore,100k+,Sensitive,2,1810,No,22,1,8,New,20-03-2023,74,Wallet,No,Moisturizer,No,2,38,8,26,No,Inactive,7,Neutral,0
630,48,Female,Hyderabad,50k-75k,Normal,5,1780,No,3,2,19,New,18-12-2024,15,Card,No,Shampoo,No,2,52,12,1,No,Inactive,6,Neutral,4
631,36,Female,Delhi,75k-100k,Oily,4,4298,No,13,2,11,VIP,25-04-2025,42,Wallet,No,Shampoo,No,4,69,18,28,No,Inactive,2,Negative,2
632,61,Male,Mumbai,<25k,Oily,2,4992,No,26,4,15,VIP,07-03-2024,19,COD,No,Serum,No,2,4,13,5,No,Inactive,4,Negative,2
633,56,Female,Chennai,50k-75k,Sensitive,2,4024,No,19,6,10,Repeat,04-10-2023,82,Wallet,No,Conditioner,No,5,0,15,7,No,Active,9,Positive,4
634,44,Female,Hyderabad,25k-50k,Dry,3,3143,Yes,3,5,2,Churn Risk,13-08-2023,75,Card,No,Moisturizer,No,5,16,4,42,No,Inactive,10,Negative,4
635,27,Female,Bangalore,75k-100k,Oily,2,3878,No,4,6,19,VIP,10-04-2023,64,Wallet,No,Face Wash,No,3,65,9,6,No,Inactive,1,Positive,0
636,43,Female,Hyderabad,100k+,Sensitive,3,3663,No,6,0,14,VIP,26-11-2024,6,Wallet,No,Sunscreen,No,4,43,0,14,No,Active,10,Negative,2
637,36,Female,Mumbai,25k-50k,Dry,3,1914,Yes,29,6,7,VIP,23-03-2024,83,COD,No,Shampoo,No,1,3,1,29,No,Inactive,1,Positive,3
638,56,Female,Chennai,50k-75k,Normal,2,3629,No,25,3,5,Repeat,24-09-2024,64,UPI,Yes,Conditioner,No,5,3,14,30,No,Active,10,Neutral,4
639,20,Male,Hyderabad,100k+,Dry,4,4032,No,24,9,11,VIP,12-04-2023,16,Wallet,No,Sunscreen,No,4,47,8,40,No,Inactive,0,Positive,4
640,62,Male,Bangalore,50k-75k,Oily,0,4613,No,7,4,19,New,15-08-2023,40,Card,No,Moisturizer,No,3,66,8,9,No,Inactive,3,Positive,3
641,30,Male,Hyderabad,50k-75k,Normal,3,3424,No,0,5,2,Repeat,17-05-2025,28,Card,Yes,Serum,No,4,41,9,22,No,Inactive,9,Neutral,0
642,45,Male,Chennai,50k-75k,Normal,2,1019,No,7,9,7,VIP,03-05-2024,35,UPI,No,Face Wash,No,3,40,4,21,No,Inactive,10,Positive,3
643,37,Female,Hyderabad,50k-75k,Dry,1,2768,Yes,0,2,17,Churn Risk,25-07-2025,32,Card,No,Shampoo,No,1,73,7,17,No,Inactive,7,Neutral,3
644,45,Female,Bangalore,100k+,Normal,6,2829,No,29,4,7,New,23-01-2025,74,Card,No,Shampoo,No,1,99,1,48,No,Inactive,7,Neutral,1
645,25,Female,Chennai,50k-75k,Dry,3,2165,No,11,2,8,Churn Risk,27-08-2024,58,Wallet,No,Face Wash,No,5,21,11,5,No,Inactive,6,Positive,3
646,58,Male,Mumbai,25k-50k,Dry,2,2526,No,10,7,15,Repeat,03-12-2024,23,Wallet,No,Moisturizer,No,1,20,17,3,No,Active,4,Positive,2
647,56,Female,Mumbai,25k-50k,Dry,2,4002,No,14,6,9,New,09-05-2023,24,Card,No,Serum,No,1,68,14,32,No,Inactive,2,Positive,4
648,18,Male,Delhi,<25k,Sensitive,1,4061,No,4,1,14,New,31-05-2023,54,UPI,No,Serum,No,5,34,10,42,No,Inactive,0,Negative,4
649,20,Male,Hyderabad,50k-75k,Oily,2,4132,No,11,6,7,VIP,12-08-2023,60,COD,No,Shampoo,No,1,88,11,19,Yes,Inactive,9,Neutral,0
650,30,Male,Bangalore,100k+,Normal,3,941,No,27,7,14,New,09-12-2024,28,Wallet,No,Shampoo,No,4,55,4,26,No,Inactive,5,Positive,0
651,45,Female,Hyderabad,75k-100k,Combination,3,4939,No,24,4,18,Repeat,08-10-2023,24,COD,No,Moisturizer,No,5,22,12,43,Yes,Inactive,3,Negative,4
652,42,Male,Chennai,100k+,Oily,4,4318,No,3,3,3,VIP,28-02-2025,81,Card,Yes,Moisturizer,Yes,1,15,18,6,No,Inactive,4,Neutral,3
653,50,Female,Delhi,100k+,Combination,2,3323,No,5,9,11,Repeat,06-06-2025,72,COD,No,Face Wash,No,1,10,6,24,No,Active,10,Positive,0
654,55,Male,Bangalore,50k-75k,Dry,1,1109,No,16,9,8,Churn Risk,09-11-2024,74,COD,No,Face Wash,No,5,41,8,32,No,Active,1,Neutral,4
655,23,Female,Hyderabad,50k-75k,Normal,0,1210,No,0,0,5,Repeat,12-07-2023,14,Wallet,No,Shampoo,No,1,96,17,8,No,Inactive,7,Neutral,4
656,61,Female,Bangalore,50k-75k,Oily,4,3137,No,5,9,14,New,23-01-2023,33,Wallet,Yes,Shampoo,No,2,32,11,0,No,Inactive,9,Positive,2
657,62,Other,Chennai,25k-50k,Combination,3,3999,No,6,5,18,New,20-10-2024,49,Card,No,Moisturizer,No,4,57,6,22,Yes,Inactive,6,Positive,1
658,49,Female,Delhi,50k-75k,Combination,2,4752,No,14,0,0,Repeat,03-06-2024,57,Card,No,Shampoo,No,3,22,17,25,No,Inactive,5,Neutral,3
659,62,Female,Bangalore,50k-75k,Combination,1,2520,No,6,9,8,Churn Risk,11-10-2024,10,UPI,Yes,Shampoo,No,3,31,13,41,No,Inactive,4,Negative,1
660,64,Female,Chennai,50k-75k,Oily,2,1496,No,7,4,10,Repeat,25-08-2023,29,UPI,Yes,Moisturizer,No,5,51,4,28,No,Inactive,10,Positive,3
661,38,Female,Mumbai,50k-75k,Sensitive,4,3066,No,16,7,11,New,05-09-2024,21,COD,No,Moisturizer,No,1,60,18,3,No,Inactive,6,Positive,4
